num_layers,feed_per_layer_g,water_litres,maize_percentage,season,veterinary_visits_per_month,farmers_experience_years,chicken_breed,age_weeks,eggs_per_day
1779,123.10975766635244,107.81974861219851,73.73028972515829,rainy,4,18,sasso,89,937
323,136.2253086302568,82.95044093344839,66.7976780257589,dry,2,17,fulani,83,135
1901,155.28516009257964,78.00736846148689,52.28893737797352,dry,0,5,fulani,59,760
1640,140.18103834779635,194.59354582012014,60.13349804722526,dry,3,15,other,60,962
828,131.67004225367646,170.31033138128737,72.02001657446702,rainy,4,21,fulani,46,530
859,155.4245878759989,92.17288779917311,67.47582075783903,rainy,2,12,other,27,515
580,138.30730423912863,100.15420460898437,44.68161958799371,rainy,2,13,other,38,418
1068,123.51806441646778,96.9047615729634,77.73200803581156,dry,2,19,fulani,45,526
1467,148.03983649151866,123.54160679943105,63.52702532530454,rainy,3,4,other,48,826
1671,151.27411984195845,95.97332193118578,31.04547561676175,rainy,0,18,sasso,35,822
1382,115.20962519543141,191.67522215441267,75.29719839631323,rainy,1,16,shika_brown,56,916
1906,143.65475932809665,123.22945937263731,72.83649732529487,rainy,2,11,fulani,85,762
1489,131.6935964636294,152.66297432625677,40.37347190294386,dry,0,13,fulani,79,596
1573,143.79959347869783,78.44413194847498,64.01188769218916,rainy,2,21,shika_brown,24,1039
1383,117.74517007721977,129.3915489236546,51.05594522170408,dry,4,7,fulani,97,571
1045,100.55205385752276,147.81617608903696,45.81877036938414,dry,3,9,shika_brown,35,779
1970,156.41079008375448,184.89040915310687,56.77609580429818,dry,4,17,sasso,39,1269
1327,123.31793742393035,118.23854511653383,67.33354823933185,dry,0,23,sasso,48,851
1530,123.64501891060192,104.3243408758378,50.00776364326995,dry,0,8,noiler,52,843
1496,129.43681455389194,178.827461939384,65.30290573190155,rainy,3,14,other,69,785
1662,116.14718515828062,172.43863245107443,32.207278104372776,rainy,4,23,fulani,64,785
1787,152.83903464787466,117.80756654248985,56.874687683661726,rainy,0,16,fulani,46,715
648,124.6576364821542,150.6971854051517,65.60359961239652,dry,3,22,noiler,98,297
335,138.00784715414636,74.81205031937958,61.427201543943056,dry,0,19,sasso,86,149
830,130.58542401405228,141.93652257137853,47.96694952578936,dry,1,21,fulani,58,393
1756,108.70633440378701,186.61335885317328,78.44082207416884,dry,1,22,noiler,46,1126
965,136.18083180187529,67.9985807080662,74.68870938809724,rainy,1,6,noiler,79,505
1010,135.18757074248785,96.57431854350153,79.09526611434714,dry,4,11,other,72,502
1286,105.06327687369922,96.2901467280781,30.946382025573172,dry,2,6,other,66,578
1824,101.10229927228626,97.87304922405852,70.23629918707155,rainy,4,2,noiler,44,1261
1717,119.38426410434508,177.4559535343695,44.883685779642285,dry,4,8,other,93,699
1078,118.89046932452412,76.35257508275328,43.65798101849725,dry,2,3,fulani,42,585
520,159.46339052434521,74.27335694123884,50.232251422004964,dry,3,12,shika_brown,48,321
1222,103.38900544020892,154.19970529335677,72.15184734638515,dry,2,11,shika_brown,23,830
1344,112.37182475531213,94.97953145096614,46.82305812886061,dry,4,8,sasso,63,877
461,149.5730425465132,91.86855501471493,56.221817292887465,dry,2,11,shika_brown,80,224
1155,151.3065653198464,108.5057001910134,78.65226747570806,rainy,0,17,shika_brown,32,673
1822,127.05919015890062,74.10539815434068,65.37614094890213,rainy,0,7,sasso,42,1132
1642,148.0822921278182,115.66889800258542,46.81563637524778,dry,4,24,sasso,56,958
1647,115.42711023992167,192.8115713264187,38.487924910356796,rainy,0,1,noiler,24,1029
1061,114.45268382232896,78.1858326351535,65.77181016382701,dry,4,22,fulani,75,424
1146,131.97258608180485,190.34363901650946,77.57213194436659,rainy,0,8,shika_brown,53,668
396,124.94645881489444,179.05276870195877,41.485115768106716,dry,4,15,sasso,23,308
709,131.93826183088999,186.74505597265255,34.15193789050932,rainy,3,0,sasso,93,325
1135,154.63858095007274,194.72210487571357,51.39573450938927,dry,1,20,shika_brown,31,682
1317,118.31287180773154,196.32396148538908,63.168130547824646,dry,3,18,shika_brown,56,886
708,147.63360170572432,198.50768929754733,63.95791728717784,rainy,0,3,fulani,80,283
1291,106.47119587373855,96.72269039382154,71.94439495628872,dry,2,1,fulani,93,516
1503,140.88763675103027,68.89500113934861,49.8123673408203,rainy,4,21,noiler,27,1133
1531,107.21625778771642,158.49396762541426,62.24280217148634,dry,0,4,shika_brown,87,660
1130,121.95516612481453,93.82434468560558,63.61003317825561,dry,2,15,noiler,69,658
1422,142.72047767188977,113.894221169258,50.11473390381593,dry,2,20,noiler,58,953
581,129.18349768533363,101.78309256068647,61.90463628982262,dry,0,7,fulani,68,246
790,102.41951438325704,73.26758594484315,30.33940870117949,rainy,2,18,other,27,493
1906,112.28283685570608,106.87456825988315,46.51538437784392,rainy,3,5,fulani,67,850
1533,112.43695135298414,112.8915553473176,45.834217800846304,dry,4,23,noiler,23,1101
1669,115.30523334528388,77.78470063625244,32.926830004002504,dry,1,19,other,46,811
1575,143.89626043116812,111.37974061755091,35.30627092824512,rainy,1,14,sasso,38,1146
845,105.85712563210893,185.69141289488363,47.49477318236993,rainy,0,9,noiler,96,430
385,125.40320494404772,60.63062733724041,45.66380055690894,rainy,0,20,noiler,86,209
1641,119.9770148177424,153.71768899551006,40.806790615546035,rainy,2,2,sasso,45,1293
1831,142.96892673254166,88.59340687978101,42.360255946531666,dry,1,15,fulani,57,764
1696,105.1359731693661,85.6841038662411,67.92018365171016,dry,3,18,shika_brown,56,932
759,121.90563521390835,145.6092793806879,64.80157034945569,dry,1,13,noiler,88,373
1507,125.34674740185275,115.73220495307231,31.322345129883374,rainy,0,6,noiler,23,972
925,147.8108906063274,77.85954119099979,75.16505636943796,dry,4,11,other,91,403
1923,111.36165254751177,167.985240050359,72.07198799781224,rainy,4,7,shika_brown,67,1174
1941,115.54210864620083,159.21474079517097,40.74273032124991,dry,0,11,noiler,36,1260
642,128.60523253049968,97.89444483514052,31.458533428703724,dry,2,22,noiler,72,369
900,144.8045984678896,180.0871767721419,54.74913973562305,rainy,0,23,fulani,54,416
873,110.62728745614517,120.01307541452788,36.335636761711946,dry,1,3,noiler,34,640
640,147.10431169381076,175.0208768465173,57.72445571605854,rainy,1,20,fulani,48,359
1439,151.14633313851238,136.77613114386764,39.865698528802994,dry,2,10,fulani,70,576
456,103.10114079466791,82.1950621899893,70.63465216878912,rainy,3,15,other,21,318
647,151.77826163992864,122.8364370452908,33.14287437361905,rainy,3,24,shika_brown,47,446
909,110.24561700702314,91.75719432556932,58.77505092345295,dry,2,17,other,62,481
988,115.47637040721403,128.8119916164557,78.77636645104509,dry,4,24,sasso,68,565
537,136.36090014876658,72.5484482626465,77.9617717661911,dry,2,8,noiler,53,330
1219,148.43265978552506,111.37905739147263,45.850048486715195,rainy,4,13,other,23,873
1714,125.43583210177998,69.30623822928402,30.079232223317007,rainy,0,3,noiler,61,797
1127,157.31456609724063,184.28141570506492,45.90937397281944,rainy,0,2,other,31,495
907,154.47236061611443,118.67228551393524,69.16584451096807,dry,2,4,other,49,458
839,114.80484524004285,123.01333760272031,31.106722551474853,rainy,3,14,noiler,62,519
1940,132.57558334598707,96.40878472590668,59.384506377990945,rainy,0,15,shika_brown,24,1213
1566,126.49283733278983,192.29786997781804,37.08056753089497,rainy,1,2,fulani,33,951
1331,144.57392884590593,155.98442931628242,67.94444250702233,dry,2,20,other,44,820
610,113.2077546518516,99.47116380784618,52.17998506590936,rainy,2,21,fulani,64,325
840,100.18125228136968,94.71054297281302,76.38957396876577,rainy,3,12,noiler,61,577
788,113.89497947733996,85.37052610590642,70.51516495616663,dry,0,7,other,44,403
556,158.67960542429407,199.20031800654826,57.78085773412015,rainy,0,8,noiler,68,253
1269,139.90721068681694,156.71949060757387,69.34843242183712,rainy,4,21,other,98,605
640,153.0445177786111,123.29239144745614,72.85964767934028,rainy,4,11,other,74,267
1850,150.77163196926242,123.32528686880144,51.21945090362552,rainy,4,5,shika_brown,25,1206
1268,131.79371779323648,114.83458351497686,61.09572106419391,rainy,4,2,fulani,60,663
730,110.59858179222817,99.95059403969965,77.79350216342598,dry,3,0,sasso,86,341
785,148.255669262707,152.28177624401883,49.902742033946886,dry,3,14,sasso,61,447
570,124.33716341532654,155.13725712017575,33.354686631493934,rainy,3,22,other,70,306
351,153.8451430046904,151.8604528586419,74.09274004103415,rainy,2,6,other,59,160
554,116.4647578981409,115.04386083899698,49.38821642648749,dry,1,13,noiler,38,411
1622,119.72810827470721,152.30593791776022,44.69806882051491,dry,1,17,noiler,20,1182
860,148.27850184008065,79.30529193804071,68.79884249076211,rainy,4,14,noiler,45,646
1582,144.20830640325994,144.19417803745003,62.7726728246782,rainy,2,10,other,82,767
686,100.08133146987693,129.59250330911158,67.6404497255505,dry,1,7,sasso,81,292
698,104.77118279778992,128.32535139944497,37.740787743586765,rainy,4,20,fulani,19,417
1907,158.86787174269304,166.26392672716838,55.57405233941916,dry,4,0,sasso,74,763
1070,150.90506358583065,62.856225496348884,60.224449112922976,rainy,0,6,noiler,39,623
1560,117.35158911795219,173.2568849459192,70.01820942276726,dry,2,14,noiler,41,1230
1656,125.08784097825587,136.52759043205447,57.6745135099412,rainy,1,23,other,65,941
951,139.0706176446171,167.51534609337273,78.03640441141215,dry,1,1,fulani,21,439
1771,153.81964469114044,115.27210758481343,77.66621324435692,dry,2,18,noiler,76,796
509,148.64382791382477,192.60388635807516,36.796637368366035,dry,1,2,shika_brown,36,293
1479,108.90410178917293,115.83779767257589,75.22007182584761,rainy,4,10,noiler,65,883
327,124.99553366705192,150.7937837553884,45.47162354847416,rainy,1,0,sasso,59,206
595,147.44217422476683,61.66569651432179,44.65779711266509,dry,0,2,sasso,89,281
1671,120.99101416545129,147.85086158824726,69.22040583091018,rainy,3,4,other,81,751
634,140.44350716522175,90.04931480662,61.88514255209644,dry,3,1,shika_brown,65,359
1267,103.83198240046143,64.42680535324496,42.9250283849797,dry,0,3,fulani,38,522
1197,113.2039752870815,114.3943607208459,73.28636185533969,dry,2,24,fulani,41,613
312,109.17771223634462,172.8963946945204,55.51235499015728,dry,0,6,sasso,19,182
1188,107.24677134595473,119.65613903630913,44.37767282104625,rainy,1,18,sasso,81,719
624,107.41434943596943,74.14395450877619,60.48540977683799,rainy,0,13,sasso,71,355
1781,112.80178408197827,113.90709508850634,66.98039845000686,dry,4,24,sasso,43,1175
976,107.63087135301322,115.79829138017786,38.50763205722585,rainy,2,21,sasso,81,563
1826,142.28773599551772,107.48303455350472,35.553165164082735,dry,3,9,sasso,43,1143
1114,128.30537856345245,129.41472617079546,66.61189570461437,rainy,2,4,fulani,49,605
1169,137.6533614322388,109.89410699322394,46.17438808215731,dry,1,19,shika_brown,18,802
1555,120.3396382096944,80.56724726320978,57.60804134855062,dry,3,21,other,58,770
1357,107.3746709525347,88.4298830088087,50.09759623076098,rainy,3,0,fulani,61,586
306,134.62320050281267,107.91718299056447,34.1936869276006,dry,1,15,noiler,49,202
344,132.05482664322298,177.87029442709547,59.171100759150086,rainy,3,23,noiler,55,269
1426,118.52713950115516,100.94185264253221,69.91364982731528,rainy,0,8,sasso,30,942
1741,133.5894873329674,61.17119239778019,34.13335189932712,dry,1,4,noiler,59,869
960,103.67792766695342,133.58111236871383,54.83226061947522,rainy,0,23,sasso,95,524
345,159.67354843658438,118.810121335303,60.39788513418046,dry,0,6,noiler,43,186
857,143.4165662654771,176.57565130680717,40.04143750874604,dry,4,22,shika_brown,52,577
810,108.03849200498688,154.01165301934526,30.21797899782902,rainy,1,10,noiler,64,484
412,155.9935036791477,191.37062404144243,75.70782308267505,rainy,3,23,sasso,32,274
1583,105.97983532460655,98.14540576463344,71.58926500925796,rainy,3,6,sasso,26,1137
972,104.50561874831884,192.0700218193834,48.25418366422004,rainy,2,3,sasso,67,624
670,131.8891556382703,182.06127441913225,64.36872088488988,dry,0,5,shika_brown,67,345
569,148.3008928070842,62.733159897719176,71.5344802599007,rainy,0,11,fulani,30,292
1470,106.6290176780839,180.6945702832072,71.95961714357692,rainy,0,5,noiler,31,1010
1426,110.2794726672625,153.4642399016529,60.47226486636394,dry,3,7,other,25,924
1939,121.98741524519149,165.81077400394233,78.21917093920189,rainy,2,13,other,72,1031
1848,114.74501873115327,140.77428101693707,43.72722923702223,rainy,1,6,other,85,823
1549,138.69437943189502,179.20782290395914,60.45976956966631,rainy,3,14,noiler,90,940
900,139.6914594487705,142.8680166186698,66.81399493917107,dry,2,22,fulani,85,365
1082,116.4987515184184,71.15031806486722,51.480137172427334,rainy,3,3,sasso,94,523
1174,145.58327972085553,168.3106353077468,52.78081869834203,rainy,3,13,noiler,61,845
1931,149.07908626463234,142.2772257343837,42.60909909096347,rainy,4,3,sasso,33,1306
1503,155.9166483792623,187.9009215963773,56.268024090974905,rainy,0,24,shika_brown,87,670
1340,131.92796437494115,116.32333473080523,38.079897797901054,rainy,0,5,fulani,74,544
1777,106.22648251808444,173.80997675515118,31.943684850834465,rainy,1,18,noiler,68,1109
1799,129.09953707464996,102.7807043058956,55.88194678447172,rainy,1,3,other,88,854
1057,133.62111844119772,63.043437328919026,56.02852721495867,dry,0,21,other,29,507
821,159.07866216240197,79.35714814276196,51.48685044648893,dry,1,15,sasso,26,505
775,157.1874767504779,132.34304629160903,70.95536630888438,rainy,2,17,fulani,35,408
1169,142.6677710801854,101.38936644914907,59.05232456419576,rainy,4,23,sasso,97,533
1005,116.56711794660748,190.25133210621414,48.23199955068915,rainy,1,16,noiler,46,810
976,106.41311772934364,152.41664641946437,71.80396375834192,dry,3,22,fulani,30,537
669,144.86460555565662,121.75626297376671,66.68109146439734,rainy,4,21,other,77,299
1675,102.48246294803559,113.04419264656474,31.73580760919473,rainy,1,23,other,77,829
881,147.52018756781177,105.40391294258129,65.80822690888056,dry,1,23,fulani,82,352
1649,113.35895411360713,160.43649775672944,77.16491986228263,rainy,3,6,noiler,82,961
599,159.15949433023957,191.2870383045514,73.1076479146561,dry,4,16,other,49,340
1260,153.58008174378983,160.68492336727715,59.24963668029109,dry,3,16,fulani,85,504
607,115.13673757461018,142.14241383456528,69.79565712100782,rainy,1,15,other,44,446
1725,156.32560762982553,134.74998166987416,59.797397539630715,dry,1,20,noiler,79,690
1133,147.07033613777304,85.94955660105893,61.71646786286897,dry,0,3,other,92,453
1960,155.95874304047007,144.6930018406786,62.97450290622921,rainy,1,8,shika_brown,95,824
1166,149.2276774094989,179.5527848220361,38.60971337128771,rainy,4,20,sasso,24,917
1347,101.91308771251553,70.6539984573084,43.69574353149518,rainy,4,14,noiler,65,831
492,111.48960459584814,83.422193199041,39.05972297345913,dry,1,8,noiler,30,361
1904,118.64980606164968,197.79370035223087,71.58790704011236,dry,3,19,shika_brown,45,1238
547,144.32668173511587,194.38833654989273,63.92736707090803,rainy,1,14,sasso,31,423
1947,130.73266100861707,116.61102019736066,38.09835922014702,rainy,2,2,sasso,71,1097
587,135.79096004191786,104.54130601258241,52.571150180248516,dry,4,11,shika_brown,85,287
844,117.48306316124393,175.1831080460804,52.57038352167845,rainy,3,10,sasso,58,595
1006,144.06922241934421,111.4043340203809,30.944043928811734,rainy,3,20,sasso,30,771
641,141.91813536591735,158.5510270258963,54.62609270102542,dry,3,13,other,38,433
1959,143.0185164132129,182.73578988449077,40.8150470148081,dry,2,19,noiler,44,1401
659,107.78237547940161,123.5255264350495,55.34650580385972,rainy,1,14,fulani,28,418
1829,117.3506952313866,103.36714398000649,56.09422309637391,rainy,4,23,fulani,21,1069
1883,132.47128335142145,63.32029044281069,33.98945618170002,rainy,3,5,other,79,838
343,128.0414372998967,147.70798959590604,69.76082932651914,rainy,1,0,other,97,159
1146,140.10931725900423,148.18887056857633,30.891689509681164,rainy,3,3,fulani,53,573
1286,130.30994269136394,164.72486350782242,36.94799526244581,dry,1,11,fulani,24,734
1942,116.1220441452561,108.66397402421114,65.63858967584522,rainy,0,9,sasso,41,1323
838,114.99257260992866,146.2704354811795,54.94364105769405,rainy,1,2,noiler,98,435
1275,145.3040922478975,89.12343878265484,46.885538736211224,dry,0,10,noiler,46,694
520,137.9606220904816,196.64194958383118,45.53004856976648,dry,2,3,other,76,229
900,128.32700465399446,113.60730594517,42.55792006791428,rainy,3,0,fulani,70,360
1782,120.86427013355893,182.69893210462897,40.082760563344614,dry,4,8,sasso,76,900
1175,110.77652432963818,162.90324774494388,39.431025952131556,rainy,2,24,other,41,859
864,147.48116341914007,141.3913180086405,69.03927416827382,dry,1,14,other,93,369
819,129.58174627126238,138.9777721266795,62.69656800085601,rainy,1,12,sasso,80,433
1285,102.82234320488487,183.0754313450151,70.63784266485797,rainy,1,17,other,70,744
912,143.18167428765025,73.19364906681464,61.6883829899248,rainy,0,21,fulani,21,448
725,110.82135809689912,177.81220136869723,30.55142242495681,rainy,1,16,fulani,38,418
1632,135.79783194142846,72.16080711806559,65.08568170330476,dry,0,16,shika_brown,24,858
1326,146.20787751573516,79.81729532679485,71.7062716623623,rainy,4,23,shika_brown,49,854
1628,159.05160350311382,64.24749455456455,79.92990839682716,rainy,3,15,shika_brown,37,937
1298,121.25476019135465,152.63144806541513,79.97481752093609,dry,4,21,other,65,666
1063,100.05435011476541,160.13315948756863,38.55923719175627,dry,3,12,sasso,49,688
1503,147.5606492676776,184.25874417777564,44.15084829418848,dry,2,23,sasso,77,825
1589,122.81169987851065,181.9780591330164,63.157391469991126,rainy,1,9,shika_brown,38,1150
1157,148.79092883706767,193.64927128090557,76.28942747472843,dry,4,12,other,89,463
1769,110.12209856822474,104.21139023115516,59.693688383393074,rainy,2,0,fulani,99,708
1486,106.38208998311462,71.52888015499997,30.135060841708174,dry,4,7,sasso,37,834
1283,142.62548298320678,83.70646003697182,71.59950265551737,dry,4,16,shika_brown,56,830
893,157.03206847169,197.25801043259295,57.272834769624595,dry,1,0,noiler,61,392
1400,108.51599264556391,102.661192847417,71.12589009991743,rainy,2,19,shika_brown,46,1023
1769,115.25066285833945,128.69064990770175,78.3049936365741,dry,2,21,other,94,814
1527,158.73577882101944,84.1346655670002,47.874155174594144,dry,1,19,other,46,705
670,136.24693749885697,153.89843038042514,60.12629450626267,dry,2,18,sasso,88,375
674,147.19261935460284,82.31463720484896,32.204610819876606,rainy,1,9,sasso,57,425
774,144.00169088392562,149.24983241078286,62.263887766178144,rainy,0,9,sasso,22,510
1757,135.20922670441382,176.58906994326125,33.61358545056758,rainy,3,20,noiler,50,1385
1516,149.4833898446152,116.30189345815546,35.11972313965883,dry,0,11,shika_brown,35,769
1242,144.56929009509196,67.11955563672358,41.05616314445075,rainy,2,8,noiler,94,621
1089,146.03008842066112,152.37237819604434,52.29736526602869,dry,1,16,other,47,577
677,103.8643069609026,67.70527924498026,39.36752088312135,dry,0,3,other,51,281
1146,148.8297478955706,129.091285572484,40.268409234499266,dry,0,12,other,45,552
1698,106.26228748496973,197.5763535427856,73.01239054887323,dry,1,24,sasso,38,1192
1444,144.4961811842325,114.10206913031443,46.51470877340671,dry,0,3,other,36,628
363,141.72125504391218,74.80143846035888,63.24038792901223,rainy,1,2,other,20,243
477,147.5017059521048,87.04208515693719,63.39622367980423,dry,3,22,shika_brown,38,331
674,146.94374851866755,134.30508433433994,59.49171972198778,rainy,4,22,fulani,25,399
416,155.30735398651157,112.27299833515761,75.10611191226938,rainy,1,2,shika_brown,23,266
1344,124.02133565619751,181.85542715159826,47.95809121402094,dry,0,13,shika_brown,62,767
1793,146.9590937693726,123.74457740866998,64.90371692393245,rainy,2,21,other,19,1012
919,104.12505712532064,131.03517313829448,46.445988910536215,rainy,4,16,sasso,31,759
1277,124.76019664021247,95.90216244484634,30.503556741614158,dry,0,2,noiler,30,753
1754,150.79304654919179,119.7667448890825,57.60090861478256,dry,3,3,noiler,18,1069
1696,130.38218425913254,154.06488218909215,75.58091027517142,dry,3,16,shika_brown,41,1189
872,108.45423662127901,90.50662577415389,62.38350013559878,dry,1,12,shika_brown,23,597
1679,137.74681719472716,171.0214430675839,36.632193722698275,dry,1,15,other,89,682
1945,109.77499558009714,107.15467553544397,57.73495882916579,dry,3,3,sasso,92,884
574,136.2767628103133,156.09132492101514,30.91778621895709,rainy,2,7,sasso,93,336
1495,131.06072009385744,176.4553765740377,62.968946430073245,dry,4,8,sasso,54,941
933,146.10806773984802,91.03062404645829,43.474502506668166,dry,0,16,fulani,70,373
1524,100.11591485749031,161.60794657408883,62.85325912664727,rainy,1,10,noiler,25,1288
1215,116.02431648094526,126.75728848013001,71.13181357786102,dry,0,20,noiler,36,808
626,127.89098822224312,135.2532340284268,79.75797051000606,rainy,3,3,fulani,54,354
1432,103.13473502204967,73.37614243906728,62.9433333461011,rainy,2,7,fulani,34,759
1316,115.17129872575353,132.43618057549526,30.748059912815037,rainy,0,19,sasso,18,825
782,155.82107062798406,169.8836176742912,40.00044605563738,dry,1,13,fulani,85,313
1525,118.28878867870795,95.9082532490016,59.68753762035898,dry,2,24,sasso,31,1089
1394,135.76180965698808,124.45406459450568,48.22049329977016,dry,4,9,other,33,867
702,158.79916643722657,183.50334142594465,58.74347475790354,rainy,0,15,shika_brown,73,333
816,159.7309869154195,76.63936098667321,30.747498555211944,rainy,0,21,noiler,96,326
473,117.64238260239995,159.43406786981626,35.76999291404141,rainy,4,16,fulani,72,228
1394,154.23880054335046,133.85892098995276,66.79509929342623,dry,4,13,shika_brown,89,712
1962,119.92443344942923,81.69184994731103,72.45172566417365,rainy,0,5,sasso,54,983
1656,117.28750773128151,167.5827060643465,40.263597040190085,rainy,2,5,shika_brown,94,897
514,103.49006552325548,112.11434132605,66.03322272539312,dry,0,7,shika_brown,86,226
440,153.47695988966504,172.54385922293548,39.20205174107234,rainy,4,11,shika_brown,44,285
583,144.89660921526252,171.1684876235857,78.44614368593713,rainy,0,8,other,53,276
1911,133.5030686542133,188.42884621094484,49.573986516700785,dry,0,21,sasso,33,1071
1129,101.82541237924514,105.94060527210961,75.40947978482514,dry,2,24,shika_brown,95,525
314,126.03611497788242,98.8966059390516,73.49529669451604,dry,0,24,shika_brown,33,186
1991,138.83006632305913,156.1640509734459,68.82016610110516,dry,3,0,fulani,99,796
856,104.96410498373447,175.35725448198917,63.85506381786823,dry,4,23,sasso,30,608
634,125.64449727425892,78.87169597872679,75.68347987213596,dry,1,24,shika_brown,68,321
1927,126.57101184851264,104.58571958432276,66.16147293027673,rainy,4,8,sasso,99,974
1222,129.05597188658354,136.99705809374097,54.589531631183405,dry,4,12,shika_brown,83,600
374,134.06968667033897,176.4237615017507,76.624588988884,rainy,4,6,sasso,52,272
461,149.81063457997524,193.08564846400463,61.712632672576866,dry,3,6,sasso,71,213
1817,140.52426622811765,105.30807744126706,33.98208031445116,rainy,0,9,other,87,727
1084,151.45935929450962,185.65123691516956,77.3353957516944,rainy,4,7,sasso,54,682
894,151.9420595394402,64.49534126748816,62.193396377756315,dry,3,15,fulani,92,358
1345,143.74202456976965,189.89340863067747,46.632829991044574,rainy,2,23,other,38,939
1286,101.7112014903189,187.30258049684693,30.411156569444575,dry,2,15,fulani,30,685
1922,134.76278364087693,88.31880535269366,43.512443753085705,rainy,0,1,other,43,971
908,146.19953687312224,181.34696032078813,55.96133720947638,rainy,3,0,noiler,63,508
645,137.3897052246748,125.70058753124759,35.830148321440035,rainy,2,6,sasso,68,428
575,131.49604505460806,126.79816743539565,52.38119363327625,dry,1,18,fulani,22,320
1981,102.264839018046,141.64732266362643,41.49807077005171,rainy,4,12,sasso,30,1549
1826,156.18056520389368,173.03193157094853,61.77967410040936,dry,3,21,noiler,72,926
1042,112.15941531942586,121.9015759301216,32.84202853561942,rainy,1,9,fulani,77,451
441,124.9671126659116,62.367373855891394,60.90218395618687,dry,2,16,sasso,49,338
1447,129.2084246189946,197.00097528031236,78.27211103693551,rainy,1,16,fulani,66,706
834,137.0534387925771,197.39820105671294,46.88779935661145,dry,3,21,sasso,40,582
1428,140.51136493069743,148.6637044211255,53.12451052027967,rainy,2,22,noiler,95,880
1067,136.7555684965526,73.18945090574913,67.7141166517608,rainy,1,0,noiler,30,667
1705,129.58210729241227,178.5496238036361,60.036988722519666,dry,1,23,fulani,58,850
739,103.91198600236903,103.0405545566972,44.39893039662502,dry,4,11,other,37,454
889,153.646439068284,184.34659341498622,72.73730660153626,dry,3,20,shika_brown,56,465
351,129.39590519469164,135.42816205611626,42.88285114955775,dry,2,16,fulani,69,151
1789,128.45953423301745,114.83331600303325,75.77384406091657,rainy,0,19,fulani,83,716
749,101.27153477367116,91.84872472166873,53.78103071541295,dry,2,20,shika_brown,88,369
1701,128.1593978226082,121.5518027682831,52.314333423717564,dry,1,11,fulani,24,881
1118,105.79302871586471,61.879208116817864,51.14280392834307,rainy,1,20,fulani,25,650
1115,127.65524637517957,164.10801500410452,79.29034105042126,rainy,2,22,noiler,67,678
1695,151.0666495508533,119.83661981186413,78.09888273670629,dry,2,15,other,69,700
860,119.87282887738729,76.61179844747532,58.519366268376544,rainy,4,5,other,50,524
405,143.50576113385904,195.10442720738862,43.01986793725358,dry,4,1,fulani,67,176
1431,122.77785204913806,113.59120314034902,59.45667015780191,rainy,2,2,sasso,62,918
931,149.88499731581868,98.44012417714302,57.30494040016454,rainy,3,10,sasso,36,681
1585,130.5959497244589,78.16671268947701,67.50306620721736,rainy,4,8,shika_brown,41,1126
1844,100.70590566201986,142.30399687016944,55.069823929766216,rainy,2,16,sasso,30,1402
1138,130.86877852786182,159.88403046076616,76.31040872003419,dry,2,11,other,29,635
1150,158.75571193651854,72.4086164649413,76.11154349193649,dry,2,19,fulani,38,467
1836,148.0246517496207,141.8988448182686,79.85109022808486,rainy,0,19,fulani,94,734
1738,100.43319682022306,104.32348877777054,63.85953618363277,dry,4,2,sasso,34,1130
327,109.26170619375402,95.13810797324538,66.92419860930528,rainy,2,5,shika_brown,83,170
1917,116.87560122282848,193.48101546609692,32.677232544633746,dry,2,23,shika_brown,89,1026
1431,104.82021199416926,170.62329416508473,51.13793885441191,rainy,0,13,fulani,77,572
1739,118.04134405762662,137.1040593247501,44.50461324753739,dry,1,12,shika_brown,42,1086
349,159.89664573239477,169.2728806217449,44.34063123867434,dry,1,8,fulani,53,148
1667,113.62898480627962,61.12446094258721,54.60408526942076,dry,3,0,sasso,95,693
1491,128.22083552278804,104.42957170403594,61.131301368095976,dry,1,7,sasso,24,988
1617,148.48466006203753,77.43073561119692,78.53000339287293,dry,0,14,sasso,20,851
1110,129.610021844357,84.97575527000134,55.6534711431719,dry,2,11,shika_brown,34,782
1537,151.72504515041388,185.0820851526771,39.707634830927454,dry,4,20,other,77,695
304,129.82842782513208,173.30799602341833,53.526896739513745,dry,3,1,shika_brown,68,180
451,137.57076717547088,100.15140208639556,78.46245694112542,rainy,2,16,shika_brown,92,242
650,149.06774085876515,139.49773447724098,32.09852517030335,dry,0,14,sasso,94,260
579,111.61260239437436,137.53764091202305,49.13964155399547,rainy,3,5,noiler,55,412
1230,136.0615526493214,105.8327352161559,69.04724094752436,dry,4,19,noiler,60,773
367,109.165025900057,71.60980135136165,62.08877022205056,rainy,4,1,noiler,56,260
1861,127.35677114611968,108.21992647040636,64.68706493491644,dry,2,5,shika_brown,73,980
1222,136.81167304981437,192.30524515090463,32.41359434789907,dry,1,11,noiler,56,727
1668,119.63501847434902,100.5632640740445,43.47553106091486,dry,4,5,fulani,26,798
1396,101.00843678926854,132.82977642595608,64.80173661145662,dry,0,6,noiler,51,694
1273,134.3259890182975,179.42189825830957,70.29640767076793,rainy,2,21,noiler,98,755
731,121.32620084347188,95.2118255546961,64.73358647984787,rainy,2,4,fulani,75,296
1203,156.22674963528831,147.8667823575788,46.09233176006602,dry,2,19,fulani,33,598
1146,130.56896427063486,164.60438387555104,53.12816541568998,rainy,2,16,sasso,71,713
1892,131.9094106486483,68.69760790081341,68.32786471833766,rainy,0,13,other,97,757
